,date,ticker,instrument_name,open,high,low,close,agg_close
71,2019-01-16 00:00:00,NIFTY-III.NFO,NIFTY,10974.35,11020.0,10966.95,10984.7,10981.63
72,2019-01-17 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27562.3,27667.35,27377.0,27571.0,27585.32
73,2019-01-17 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27630.2,27759.75,27480.2,27679.9,27684.23
74,2019-01-17 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27800.1,27828.0,27570.05,27753.0,27753.32
75,2019-01-17 00:00:00,NIFTY-I.NFO,NIFTY,10942.95,10958.4,10855.0,10915.0,10925.46
76,2019-01-17 00:00:00,NIFTY-II.NFO,NIFTY,10970.0,10988.2,10889.0,10947.25,10958.56
77,2019-01-17 00:00:00,NIFTY-III.NFO,NIFTY,11005.0,11018.8,10920.0,10975.45,10988.18
78,2019-01-18 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27649.9,27676.0,27505.0,27560.0,27549.66
79,2019-01-18 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27749.2,27756.3,27620.0,27674.0,27656.82
80,2019-01-18 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27815.0,27815.0,27697.9,27721.05,27721.05
81,2019-01-18 00:00:00,NIFTY-I.NFO,NIFTY,10960.0,10964.0,10875.0,10936.8,10925.53
82,2019-01-18 00:00:00,NIFTY-II.NFO,NIFTY,10971.0,10991.8,10910.0,10966.75,10959.81
83,2019-01-18 00:00:00,NIFTY-III.NFO,NIFTY,11011.05,11020.0,10940.0,11000.15,10991.94
84,2019-01-21 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27560.05,27674.95,27449.05,27565.0,27580.06
85,2019-01-21 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27625.2,27771.0,27567.1,27679.85,27688.5
86,2019-01-21 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27668.1,27830.0,27650.0,27750.0,27748.84
87,2019-01-21 00:00:00,NIFTY-I.NFO,NIFTY,10930.05,11003.45,10902.15,10964.5,10971.76
88,2019-01-21 00:00:00,NIFTY-II.NFO,NIFTY,10963.15,11032.95,10935.0,10995.8,11001.72
89,2019-01-21 00:00:00,NIFTY-III.NFO,NIFTY,10990.1,11064.95,10966.5,11022.2,11031.46
90,2019-01-22 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27521.25,27560.0,27435.35,27513.4,27519.26
91,2019-01-22 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27618.3,27663.05,27552.85,27628.0,27633.94
92,2019-01-22 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27692.65,27730.0,27640.0,27676.2,
93,2019-01-22 00:00:00,NIFTY-I.NFO,NIFTY,10950.0,10954.0,10880.0,10929.1,10935.8
94,2019-01-22 00:00:00,NIFTY-II.NFO,NIFTY,10967.9,10976.2,10914.0,10965.0,10968.76
95,2019-01-22 00:00:00,NIFTY-III.NFO,NIFTY,10992.95,11007.65,10944.75,10991.4,10997.95
96,2019-01-23 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27462.0,27610.85,27274.45,27298.2,27320.93
97,2019-01-23 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27628.6,27716.3,27393.95,27415.3,27437.47
98,2019-01-23 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27665.0,27778.0,27470.0,27500.0,27513.75
99,2019-01-23 00:00:00,NIFTY-I.NFO,NIFTY,10921.35,10962.0,10835.0,10845.0,10855.18
100,2019-01-23 00:00:00,NIFTY-II.NFO,NIFTY,10997.9,10997.95,10868.05,10880.0,10889.76
101,2019-01-23 00:00:00,NIFTY-III.NFO,NIFTY,10906.3,11020.0,10900.0,10912.0,10920.01
102,2019-01-24 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27300.0,27375.1,27186.2,27348.05,27313.65
103,2019-01-24 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27428.05,27484.7,27301.0,27463.0,27422.56
104,2019-01-24 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27495.15,27553.6,27385.4,27536.25,27513.21
105,2019-01-24 00:00:00,NIFTY-I.NFO,NIFTY,10855.05,10885.0,10811.4,10877.6,10864.95
106,2019-01-24 00:00:00,NIFTY-II.NFO,NIFTY,10879.55,10939.0,10845.6,10913.0,10897.98
107,2019-01-24 00:00:00,NIFTY-III.NFO,NIFTY,10921.4,10946.3,10875.0,10942.0,10927.49
108,2019-01-25 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27378.0,27480.0,27067.0,27158.95,27141.54
109,2019-01-25 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27453.1,27580.0,27180.35,27265.55,27251.88
110,2019-01-25 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27597.0,27656.6,27260.0,27361.95,27324.41
111,2019-01-25 00:00:00,NIFTY-I.NFO,NIFTY,10899.95,10955.0,10761.65,10788.5,10785.92
112,2019-01-25 00:00:00,NIFTY-II.NFO,NIFTY,10937.5,10987.0,10798.95,10821.7,10820.97
113,2019-01-25 00:00:00,NIFTY-III.NFO,NIFTY,10963.25,11015.0,10830.0,10850.05,10851.74
114,2019-01-28 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27090.0,27177.0,26646.9,26760.0,26713.8
115,2019-01-28 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27200.0,27284.8,26751.0,26864.9,26810.24
116,2019-01-28 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27228.85,27333.75,26852.05,26934.65,26898.94
117,2019-01-28 00:00:00,NIFTY-I.NFO,NIFTY,10784.9,10821.85,10642.65,10695.15,10674.19
118,2019-01-28 00:00:00,NIFTY-II.NFO,NIFTY,10830.0,10856.0,10681.35,10729.0,10711.39
119,2019-01-28 00:00:00,NIFTY-III.NFO,NIFTY,10860.0,10880.0,10714.0,10760.0,10743.04
