,date,ticker,instrument_name,open,high,low,close,agg_close
0,2019-01-01 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27300.2,27532.0,27135.0,27526.0,27504.33
1,2019-01-01 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27426.4,27620.0,27225.0,27604.5,27587.12
2,2019-01-01 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27447.0,27678.95,27302.0,27670.7,27654.48
3,2019-01-01 00:00:00,NIFTY-I.NFO,NIFTY,10909.95,10967.5,10843.2,10962.2,10960.09
4,2019-01-01 00:00:00,NIFTY-II.NFO,NIFTY,10953.3,11000.95,10876.45,10995.6,10994.08
5,2019-01-01 00:00:00,NIFTY-III.NFO,NIFTY,10935.15,11025.55,10900.0,11020.0,11020.32
6,2019-01-02 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27410.3,27523.0,27175.1,27275.3,27272.97
7,2019-01-02 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27501.0,27609.95,27277.25,27362.0,27364.18
8,2019-01-02 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27520.0,27670.0,27345.0,27428.0,27428.82
9,2019-01-02 00:00:00,NIFTY-I.NFO,NIFTY,10911.55,10938.0,10757.0,10825.95,10832.03
10,2019-01-02 00:00:00,NIFTY-II.NFO,NIFTY,10950.0,10970.0,10793.2,10855.15,10865.33
11,2019-01-02 00:00:00,NIFTY-III.NFO,NIFTY,10970.15,10999.0,10823.9,10888.6,10894.0
12,2019-01-03 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27260.0,27319.4,27062.3,27076.0,27098.4
13,2019-01-03 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27372.0,27400.0,27160.05,27170.0,27187.36
14,2019-01-03 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27445.05,27450.0,27252.0,27252.0,27261.71
15,2019-01-03 00:00:00,NIFTY-I.NFO,NIFTY,10833.95,10859.95,10710.05,10715.55,10718.87
16,2019-01-03 00:00:00,NIFTY-II.NFO,NIFTY,10864.9,10889.75,10744.1,10745.05,10751.79
17,2019-01-03 00:00:00,NIFTY-III.NFO,NIFTY,10877.9,10918.0,10771.25,10775.2,10780.42
18,2019-01-04 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27169.0,27431.0,27058.0,27376.0,27356.94
19,2019-01-04 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27249.95,27520.65,27147.9,27470.0,27451.39
20,2019-01-04 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27311.0,27576.45,27242.45,27540.0,27515.18
21,2019-01-04 00:00:00,NIFTY-I.NFO,NIFTY,10739.95,10793.45,10678.0,10782.0,10776.44
22,2019-01-04 00:00:00,NIFTY-II.NFO,NIFTY,10781.0,10825.0,10710.05,10815.0,10808.8
23,2019-01-04 00:00:00,NIFTY-III.NFO,NIFTY,10799.0,10852.0,10740.1,10839.55,10837.1
24,2019-01-07 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27555.0,27586.75,27375.0,27382.2,27404.99
25,2019-01-07 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27615.2,27742.25,27467.75,27468.2,27501.91
26,2019-01-07 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27658.05,27740.35,27542.15,27574.2,27569.92
27,2019-01-07 00:00:00,NIFTY-I.NFO,NIFTY,10861.0,10895.05,10778.0,10803.05,10803.54
28,2019-01-07 00:00:00,NIFTY-II.NFO,NIFTY,10893.55,10922.95,10810.0,10831.7,10836.17
29,2019-01-07 00:00:00,NIFTY-III.NFO,NIFTY,10913.4,10950.9,10840.1,10861.0,10866.13
30,2019-01-08 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27388.4,27632.65,27292.0,27610.2,27596.57
31,2019-01-08 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27305.25,27720.0,27305.2,27698.45,27693.64
32,2019-01-08 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27505.0,27780.0,27470.0,27760.0,27755.82
33,2019-01-08 00:00:00,NIFTY-I.NFO,NIFTY,10790.0,10872.75,10758.0,10833.5,10845.09
34,2019-01-08 00:00:00,NIFTY-II.NFO,NIFTY,10821.35,10900.45,10800.0,10867.35,10877.36
35,2019-01-08 00:00:00,NIFTY-III.NFO,NIFTY,10850.0,10930.0,10830.45,10893.15,10906.79
36,2019-01-09 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27752.2,27784.4,27451.4,27752.0,27749.98
37,2019-01-09 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27807.6,27870.15,27556.65,27840.0,27840.4
38,2019-01-09 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27883.45,27930.0,27630.0,27900.0,27906.78
39,2019-01-09 00:00:00,NIFTY-I.NFO,NIFTY,10892.6,10904.0,10764.95,10873.2,10876.75
40,2019-01-09 00:00:00,NIFTY-II.NFO,NIFTY,10930.55,10935.0,10800.0,10901.7,10906.61
41,2019-01-09 00:00:00,NIFTY-III.NFO,NIFTY,10943.75,10960.0,10830.5,10930.85,10936.57
42,2019-01-10 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27720.3,27740.0,27587.1,27630.05,27640.7
43,2019-01-10 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27797.15,27815.0,27687.3,27733.0,27737.01
44,2019-01-10 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27834.45,27870.0,27758.2,27802.0,27805.45
45,2019-01-10 00:00:00,NIFTY-I.NFO,NIFTY,10873.0,10898.2,10830.0,10853.95,10857.97
46,2019-01-10 00:00:00,NIFTY-II.NFO,NIFTY,10914.9,10921.0,10865.85,10880.0,10888.38
47,2019-01-10 00:00:00,NIFTY-III.NFO,NIFTY,10940.0,10947.9,10895.0,10909.4,10918.54
48,2019-01-11 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27675.0,27700.0,27502.55,27533.0,27569.52
49,2019-01-11 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27732.85,27783.85,27602.3,27630.0,27665.64
50,2019-01-11 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27830.0,27839.95,27675.0,27700.0,27707.98
51,2019-01-11 00:00:00,NIFTY-I.NFO,NIFTY,10873.95,10886.75,10772.55,10813.55,10826.35
52,2019-01-11 00:00:00,NIFTY-II.NFO,NIFTY,10890.0,10913.95,10806.0,10845.0,10859.87
53,2019-01-11 00:00:00,NIFTY-III.NFO,NIFTY,10924.5,10943.5,10834.8,10876.1,10889.71
54,2019-01-14 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27465.0,27489.95,27300.95,27347.6,27357.9
55,2019-01-14 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27519.8,27523.15,27400.15,27450.0,27454.29
56,2019-01-14 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27631.3,27631.3,27480.0,27530.0,27530.75
57,2019-01-14 00:00:00,NIFTY-I.NFO,NIFTY,10812.95,10820.0,10720.6,10770.8,10768.36
58,2019-01-14 00:00:00,NIFTY-II.NFO,NIFTY,10834.0,10834.8,10752.6,10800.1,10800.44
59,2019-01-14 00:00:00,NIFTY-III.NFO,NIFTY,10860.95,10860.95,10783.5,10828.45,10830.66
60,2019-01-15 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27410.6,27539.0,27392.1,27520.0,27513.79
61,2019-01-15 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27520.0,27638.1,27515.5,27629.95,27617.2
62,2019-01-15 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27611.25,27710.0,27598.25,27708.25,27692.59
63,2019-01-15 00:00:00,NIFTY-I.NFO,NIFTY,10805.15,10940.0,10792.35,10927.3,10927.84
64,2019-01-15 00:00:00,NIFTY-II.NFO,NIFTY,10836.0,10970.1,10836.0,10953.3,10958.59
65,2019-01-15 00:00:00,NIFTY-III.NFO,NIFTY,10850.15,10999.95,10850.15,10987.0,10988.51
66,2019-01-16 00:00:00,BANKNIFTY-I.NFO,BANKNIFTY,27534.0,27640.0,27502.5,27530.0,27565.14
67,2019-01-16 00:00:00,BANKNIFTY-II.NFO,BANKNIFTY,27600.0,27734.95,27600.0,27630.0,27662.21
68,2019-01-16 00:00:00,BANKNIFTY-III.NFO,BANKNIFTY,27719.25,27800.0,27713.0,27713.0,27730.77
69,2019-01-16 00:00:00,NIFTY-I.NFO,NIFTY,10930.0,10963.0,10907.2,10921.2,10921.66
70,2019-01-16 00:00:00,NIFTY-II.NFO,NIFTY,10956.6,10990.0,10936.8,10953.35,10952.12
