,datetime,futures_open,futures_close,futures_high,futures_low,ce_open,ce_close,ce_high,ce_low,pe_open,pe_close,pe_high,pe_low,ce_pnl,pe_pnl
20,2019-01-02 09:35:00,27391.35,27368.95,27393.75,27366.7,430.0,425.0,434.25,425.0,439.4,447.0,447.0,439.4,0.0,0.0
21,2019-01-02 09:36:00,27366.95,27365.8,27367.5,27350.1,420.0,418.45,420.0,415.35,447.0,448.8,455.45,447.0,0.0,0.0
22,2019-01-02 09:37:00,27366.5,27380.3,27385.3,27361.95,418.45,427.45,427.45,417.75,447.0,448.8,455.45,447.0,0.0,0.0
23,2019-01-02 09:38:00,27381.6,27372.7,27385.95,27372.0,427.45,424.0,430.7,424.0,447.0,448.8,455.45,447.0,0.0,0.0
24,2019-01-02 09:39:00,27370.0,27369.0,27372.55,27360.0,424.0,428.75,428.75,419.05,448.8,450.45,450.55,448.8,0.0,0.0
25,2019-01-02 09:40:00,27369.0,27355.0,27372.7,27355.0,428.75,425.5,428.75,421.0,450.45,454.9,454.9,450.45,0.0,0.0
26,2019-01-02 09:41:00,27359.95,27377.25,27379.0,27359.25,425.5,425.5,425.5,425.5,450.45,454.9,454.9,450.45,0.0,0.0
27,2019-01-02 09:42:00,27379.0,27393.95,27394.0,27377.35,425.5,428.1,428.1,423.5,450.45,454.9,454.9,450.45,0.0,0.0
28,2019-01-02 09:43:00,27395.0,27408.0,27408.0,27392.0,428.1,440.0,440.0,428.1,454.9,434.5,454.9,434.5,0.0,0.0
29,2019-01-02 09:44:00,27408.05,27400.0,27413.6,27397.0,440.65,440.45,442.95,435.0,437.15,437.15,437.15,437.15,0.0,0.0
30,2019-01-02 09:45:00,27400.0,27395.55,27405.0,27388.0,440.45,432.75,441.2,432.75,437.15,437.15,437.15,437.15,0.0,0.0
31,2019-01-02 09:46:00,27395.55,27397.45,27397.55,27388.55,432.75,433.65,437.8,432.15,437.15,437.15,437.15,437.15,0.0,0.0
32,2019-01-02 09:47:00,27397.55,27390.0,27405.05,27390.0,433.65,433.15,440.15,433.15,437.15,437.15,437.15,437.15,0.0,0.0
33,2019-01-02 09:48:00,27390.0,27408.0,27409.55,27390.0,433.15,437.15,437.15,432.05,437.15,445.35,445.35,437.15,0.0,0.0
34,2019-01-02 09:49:00,27410.0,27420.0,27428.6,27408.65,437.15,435.4,437.15,435.4,437.15,445.35,445.35,437.15,0.0,0.0
35,2019-01-02 09:50:00,27421.0,27421.0,27425.15,27418.55,435.4,451.8,451.8,435.4,445.35,420.0,445.35,420.0,0.0,0.0
36,2019-01-02 09:51:00,27420.95,27426.15,27427.45,27412.55,435.4,451.8,451.8,435.4,445.35,420.0,445.35,420.0,0.0,0.0
37,2019-01-02 09:52:00,27432.0,27437.3,27443.9,27432.0,451.8,451.8,451.8,451.8,420.0,415.0,420.0,415.0,0.0,0.0
38,2019-01-02 09:53:00,27437.3,27438.0,27449.95,27437.3,451.8,456.0,458.0,451.8,420.0,415.0,420.0,415.0,0.0,0.0
39,2019-01-02 09:54:00,27438.0,27444.2,27454.1,27438.0,456.0,468.0,468.0,456.0,420.0,415.0,420.0,415.0,0.0,0.0
40,2019-01-02 09:55:00,27443.8,27434.2,27445.55,27427.85,468.0,454.75,468.0,454.75,420.0,415.0,420.0,415.0,0.0,0.0
41,2019-01-02 09:56:00,27434.2,27419.0,27435.0,27415.0,468.0,454.75,468.0,454.75,415.0,430.0,430.0,415.0,0.0,0.0
42,2019-01-02 09:57:00,27424.0,27410.9,27431.15,27408.0,454.75,442.7,454.75,442.7,415.0,430.0,430.0,415.0,0.0,0.0
43,2019-01-02 09:58:00,27415.95,27428.85,27429.0,27410.0,442.7,450.3,450.3,435.0,430.0,410.2,430.0,410.2,0.0,0.0
44,2019-01-02 09:59:00,27425.05,27438.85,27440.0,27420.85,450.3,455.35,455.35,450.3,410.2,413.1,413.1,410.2,0.0,0.0
45,2019-01-02 10:00:00,27436.05,27432.65,27440.8,27432.65,450.3,455.35,455.35,450.3,413.1,420.0,420.0,413.1,0.0,0.0
46,2019-01-02 10:01:00,27432.65,27424.95,27433.2,27416.4,455.35,449.2,455.35,446.4,413.1,420.0,420.0,413.1,0.0,0.0
47,2019-01-02 10:02:00,27424.95,27419.6,27424.95,27413.45,449.2,450.8,450.8,449.2,420.0,428.0,428.05,420.0,0.0,0.0
48,2019-01-02 10:03:00,27424.95,27436.4,27437.6,27422.35,449.2,450.8,450.8,449.2,420.0,428.0,428.05,420.0,0.0,0.0
49,2019-01-02 10:04:00,27435.0,27436.0,27439.1,27427.95,449.2,450.8,450.8,449.2,420.0,428.0,428.05,420.0,0.0,0.0
50,2019-01-02 10:05:00,27436.0,27435.0,27437.0,27428.0,450.8,458.5,459.7,450.8,428.0,418.05,428.0,418.05,0.0,0.0
51,2019-01-02 10:06:00,27435.35,27433.0,27438.0,27424.95,458.5,464.5,469.6,452.35,418.05,420.35,438.0,418.05,0.0,0.0
52,2019-01-02 10:07:00,27431.25,27431.95,27435.0,27423.05,464.5,452.9,464.5,452.9,420.35,435.95,435.95,420.35,0.0,0.0
53,2019-01-02 10:08:00,27431.9,27423.0,27431.9,27419.05,464.5,452.9,464.5,452.9,435.95,435.0,435.95,435.0,0.0,0.0
54,2019-01-02 10:09:00,27423.0,27423.1,27425.0,27414.4,452.9,452.9,452.9,452.9,435.95,435.0,435.95,435.0,0.0,0.0
55,2019-01-02 10:10:00,27423.1,27434.0,27434.0,27420.05,452.9,449.1,452.95,449.1,435.95,435.0,435.95,435.0,0.0,0.0
56,2019-01-02 10:11:00,27435.0,27435.05,27440.0,27431.05,452.9,449.1,452.95,449.1,435.0,423.15,435.0,423.15,0.0,0.0
57,2019-01-02 10:12:00,27435.05,27428.05,27435.05,27425.55,449.1,454.0,454.0,449.1,423.15,425.0,425.0,423.15,0.0,0.0
58,2019-01-02 10:13:00,27435.0,27427.45,27435.0,27426.35,454.0,454.7,454.7,454.0,423.15,425.0,425.0,423.15,0.0,0.0
59,2019-01-02 10:14:00,27427.35,27429.15,27434.0,27426.05,454.0,454.7,454.7,454.0,423.15,425.0,425.0,423.15,0.0,0.0
60,2019-01-02 10:15:00,27429.1,27440.0,27440.0,27421.1,454.7,454.7,454.7,454.7,425.0,420.35,425.0,420.35,0.0,0.0
61,2019-01-02 10:16:00,27441.0,27446.2,27450.0,27441.0,454.7,461.0,461.0,454.7,420.35,422.95,422.95,420.35,0.0,0.0
62,2019-01-02 10:17:00,27446.15,27466.5,27469.95,27446.15,461.0,463.0,467.0,461.0,422.95,405.0,422.95,402.45,0.0,0.0
63,2019-01-02 10:18:00,27464.15,27493.25,27498.9,27463.3,463.0,488.1,489.7,463.0,405.0,395.0,405.0,395.0,0.0,0.0
64,2019-01-02 10:19:00,27494.85,27482.0,27509.7,27480.45,488.1,480.35,495.6,479.85,395.0,390.0,395.0,389.95,0.0,0.0
65,2019-01-02 10:20:00,27483.8,27491.2,27494.95,27483.8,480.35,485.0,485.0,480.0,390.0,399.0,399.0,390.0,0.0,0.0
66,2019-01-02 10:21:00,27491.15,27512.7,27523.0,27489.0,485.0,488.85,498.95,482.75,390.0,399.0,399.0,390.0,0.0,0.0
67,2019-01-02 10:22:00,27518.9,27504.0,27519.35,27503.95,488.85,494.25,498.95,488.85,399.0,390.0,399.0,390.0,0.0,0.0
68,2019-01-02 10:23:00,27504.0,27503.95,27507.0,27497.1,494.25,484.2,494.25,484.2,390.0,393.55,393.55,390.0,0.0,0.0
69,2019-01-02 10:24:00,27500.0,27472.85,27503.95,27472.85,484.2,480.0,486.25,480.0,393.55,408.45,408.45,393.55,0.0,0.0
70,2019-01-02 10:25:00,27475.3,27471.0,27481.0,27471.0,484.2,480.0,486.25,480.0,393.55,408.45,408.45,393.55,0.0,0.0
71,2019-01-02 10:26:00,27471.0,27477.85,27485.0,27468.0,480.0,479.95,480.0,479.95,393.55,408.45,408.45,393.55,0.0,0.0
72,2019-01-02 10:27:00,27477.85,27484.05,27489.0,27477.85,479.95,480.8,480.8,479.95,408.45,403.5,408.45,403.5,0.0,0.0
73,2019-01-02 10:28:00,27484.05,27491.85,27497.5,27480.0,480.8,483.25,483.25,476.0,408.45,403.5,408.45,403.5,0.0,0.0
74,2019-01-02 10:29:00,27491.3,27481.15,27491.3,27476.0,483.25,486.0,488.8,483.25,405.4,405.4,405.4,405.4,0.0,0.0
75,2019-01-02 10:30:00,27487.65,27476.3,27488.9,27476.0,483.25,486.0,488.8,483.25,405.4,405.4,405.4,405.4,0.0,0.0
76,2019-01-02 10:31:00,27476.0,27467.9,27482.05,27467.65,483.25,486.0,488.8,483.25,405.4,405.4,405.4,405.4,0.0,0.0
77,2019-01-02 10:32:00,27471.5,27464.0,27478.9,27459.05,486.0,470.0,486.0,470.0,405.4,405.4,405.4,405.4,0.0,0.0
78,2019-01-02 10:33:00,27464.0,27463.05,27468.4,27455.2,486.0,470.0,486.0,470.0,405.4,410.0,410.0,405.4,0.0,0.0
79,2019-01-02 10:34:00,27462.0,27468.05,27468.05,27450.1,470.0,466.5,470.0,466.5,410.0,410.45,410.45,410.0,0.0,0.0
80,2019-01-02 10:35:00,27470.0,27474.7,27475.0,27465.05,466.5,469.05,469.05,466.5,410.0,410.45,410.45,410.0,0.0,0.0
81,2019-01-02 10:36:00,27473.9,27478.95,27485.95,27471.05,469.05,478.0,478.0,469.05,410.0,410.45,410.45,410.0,0.0,0.0
82,2019-01-02 10:37:00,27478.95,27476.95,27484.2,27473.8,469.05,478.0,478.0,469.05,410.45,410.8,410.8,410.45,0.0,0.0
83,2019-01-02 10:38:00,27476.95,27460.0,27476.95,27455.7,469.05,478.0,478.0,469.05,410.45,410.8,410.8,410.45,0.0,0.0
84,2019-01-02 10:39:00,27460.0,27465.0,27469.0,27457.0,476.25,466.05,476.25,462.4,410.8,410.8,410.8,410.8,0.0,0.0
85,2019-01-02 10:40:00,27465.0,27459.1,27468.9,27456.0,476.25,466.05,476.25,462.4,410.8,410.8,410.8,410.8,0.0,0.0
86,2019-01-02 10:41:00,27459.1,27479.9,27479.9,27455.4,466.05,474.25,474.35,464.6,410.8,411.0,411.0,410.8,0.0,0.0
87,2019-01-02 10:42:00,27476.05,27478.95,27480.0,27471.3,474.25,481.4,481.4,474.25,410.8,411.0,411.0,410.8,0.0,0.0
88,2019-01-02 10:43:00,27478.95,27469.0,27480.0,27469.0,481.4,481.4,481.4,481.4,410.8,411.0,411.0,410.8,0.0,0.0
89,2019-01-02 10:44:00,27466.8,27475.55,27476.9,27466.8,481.4,481.4,481.4,481.4,410.8,411.0,411.0,410.8,0.0,0.0
90,2019-01-02 10:45:00,27475.55,27476.6,27482.0,27473.1,481.4,480.0,495.6,471.8,410.8,411.0,411.0,410.8,0.0,0.0
91,2019-01-02 10:46:00,27476.6,27469.8,27478.5,27467.9,480.0,475.25,480.0,475.25,411.0,406.75,411.0,406.75,0.0,0.0
92,2019-01-02 10:47:00,27469.8,27484.35,27484.35,27468.3,480.0,475.25,480.0,475.25,411.0,406.75,411.0,406.75,0.0,0.0
93,2019-01-02 10:48:00,27481.35,27490.25,27493.0,27481.35,480.0,475.25,480.0,475.25,406.75,400.0,406.75,400.0,0.0,0.0
94,2019-01-02 10:49:00,27489.95,27499.8,27499.8,27482.0,480.0,475.25,480.0,475.25,406.75,400.0,406.75,400.0,0.0,0.0
95,2019-01-02 10:50:00,27499.8,27499.0,27500.0,27489.1,475.25,493.55,493.55,475.25,400.0,397.55,400.0,397.55,0.0,0.0
96,2019-01-02 10:51:00,27500.0,27496.1,27504.7,27496.1,493.55,493.6,493.6,493.55,397.55,395.9,397.55,395.9,0.0,0.0
97,2019-01-02 10:52:00,27496.05,27493.55,27503.0,27492.55,493.55,493.6,493.6,493.55,397.55,395.9,397.55,395.9,0.0,0.0
98,2019-01-02 10:53:00,27495.55,27498.95,27503.6,27491.3,493.6,488.6,493.6,488.6,397.55,395.9,397.55,395.9,0.0,0.0
99,2019-01-02 10:54:00,27498.95,27492.2,27500.0,27491.05,493.6,488.6,493.6,488.6,397.55,395.9,397.55,395.9,0.0,0.0
100,2019-01-02 10:55:00,27492.2,27486.9,27492.2,27486.05,493.6,488.6,493.6,488.6,397.55,395.9,397.55,395.9,0.0,0.0
101,2019-01-02 10:56:00,27487.0,27488.0,27493.9,27485.7,493.6,488.6,493.6,488.6,397.55,395.9,397.55,395.9,0.0,0.0
102,2019-01-02 10:57:00,27487.05,27486.1,27487.05,27478.0,493.6,488.6,493.6,488.6,397.55,395.9,397.55,395.9,0.0,0.0
103,2019-01-02 10:58:00,27483.2,27491.05,27491.05,27481.4,493.6,488.6,493.6,488.6,397.55,395.9,397.55,395.9,0.0,0.0
104,2019-01-02 10:59:00,27491.05,27487.7,27491.1,27484.15,493.6,488.6,493.6,488.6,397.55,395.9,397.55,395.9,0.0,0.0
105,2019-01-02 11:00:00,27487.45,27496.8,27501.95,27487.45,493.6,488.6,493.6,488.6,395.9,393.0,395.9,393.0,0.0,0.0
106,2019-01-02 11:01:00,27496.8,27491.0,27499.7,27490.05,488.6,488.55,488.6,488.55,395.9,393.0,395.9,393.0,0.0,0.0
107,2019-01-02 11:02:00,27491.0,27483.0,27491.0,27481.2,488.6,488.55,488.6,488.55,395.9,393.0,395.9,393.0,0.0,0.0
108,2019-01-02 11:03:00,27483.0,27487.0,27487.95,27480.0,488.6,488.55,488.6,488.55,395.9,393.0,395.9,393.0,0.0,0.0
109,2019-01-02 11:04:00,27487.0,27489.85,27494.55,27484.95,488.6,488.55,488.6,488.55,395.9,393.0,395.9,393.0,0.0,0.0
110,2019-01-02 11:05:00,27489.8,27498.15,27500.0,27486.4,488.55,488.55,488.55,487.65,395.9,393.0,395.9,393.0,0.0,0.0
111,2019-01-02 11:06:00,27498.15,27506.95,27506.95,27498.15,488.55,493.5,493.5,488.55,393.0,391.1,393.0,391.1,0.0,0.0
112,2019-01-02 11:07:00,27509.95,27500.35,27509.95,27498.05,493.5,488.5,493.5,488.5,391.1,391.0,391.1,391.0,0.0,0.0
113,2019-01-02 11:08:00,27500.35,27494.2,27500.35,27490.0,488.5,488.35,488.5,488.35,391.1,391.0,391.1,391.0,0.0,0.0
114,2019-01-02 11:09:00,27496.9,27488.75,27496.9,27486.25,488.5,488.35,488.5,488.35,391.1,391.0,391.1,391.0,0.0,0.0
115,2019-01-02 11:10:00,27486.25,27484.05,27487.05,27481.55,488.5,488.35,488.5,488.35,391.1,391.0,391.1,391.0,0.0,0.0
116,2019-01-02 11:11:00,27484.05,27488.65,27492.1,27484.0,488.5,488.35,488.5,488.35,391.0,401.9,401.9,391.0,0.0,0.0
117,2019-01-02 11:12:00,27488.65,27482.0,27488.65,27482.0,488.5,488.35,488.5,488.35,391.0,401.9,401.9,391.0,0.0,0.0
118,2019-01-02 11:13:00,27481.2,27477.5,27485.0,27476.1,488.5,488.35,488.5,488.35,391.0,401.9,401.9,391.0,0.0,0.0
119,2019-01-02 11:14:00,27477.5,27477.85,27480.0,27476.0,488.5,488.35,488.5,488.35,391.0,401.9,401.9,391.0,0.0,0.0
120,2019-01-02 11:15:00,27476.0,27485.6,27490.0,27476.0,488.35,478.5,488.35,478.5,401.9,389.5,401.9,389.5,0.0,0.0
121,2019-01-02 11:16:00,27485.6,27474.6,27485.6,27474.0,488.35,478.5,488.35,478.5,401.9,389.5,401.9,389.5,0.0,0.0
122,2019-01-02 11:17:00,27475.0,27469.0,27475.0,27464.0,478.5,473.0,478.5,473.0,401.9,389.5,401.9,389.5,0.0,0.0
123,2019-01-02 11:18:00,27468.7,27475.0,27475.0,27460.0,473.0,470.0,473.0,470.0,389.5,408.0,408.0,389.5,0.0,0.0
124,2019-01-02 11:19:00,27475.15,27475.0,27479.0,27470.0,473.0,470.0,473.0,470.0,389.5,408.0,408.0,389.5,0.0,0.0
125,2019-01-02 11:20:00,27475.0,27472.75,27476.85,27469.25,473.0,470.0,473.0,470.0,389.5,408.0,408.0,389.5,0.0,0.0
126,2019-01-02 11:21:00,27472.75,27480.0,27481.95,27471.05,470.0,471.35,471.35,470.0,408.0,393.85,408.0,393.85,0.0,0.0
127,2019-01-02 11:22:00,27480.0,27480.6,27483.5,27478.0,470.0,471.35,471.35,470.0,408.0,393.85,408.0,393.85,0.0,0.0
128,2019-01-02 11:23:00,27480.25,27480.0,27480.65,27475.3,471.35,485.55,485.55,471.35,408.0,393.85,408.0,393.85,0.0,0.0
129,2019-01-02 11:24:00,27480.0,27480.95,27480.95,27475.0,471.35,485.55,485.55,471.35,408.0,393.85,408.0,393.85,0.0,0.0
130,2019-01-02 11:25:00,27480.95,27477.9,27483.1,27475.05,471.35,485.55,485.55,471.35,393.85,408.2,408.2,393.85,0.0,0.0
131,2019-01-02 11:26:00,27477.3,27479.55,27479.8,27473.35,471.35,485.55,485.55,471.35,393.85,408.2,408.2,393.85,0.0,0.0
132,2019-01-02 11:27:00,27479.55,27476.05,27482.5,27474.05,471.35,485.55,485.55,471.35,393.85,408.2,408.2,393.85,0.0,0.0
133,2019-01-02 11:28:00,27476.05,27459.05,27478.55,27458.0,485.55,470.0,485.55,470.0,408.2,410.0,410.0,407.0,0.0,0.0
134,2019-01-02 11:29:00,27462.0,27464.3,27469.0,27462.0,485.55,470.0,485.55,470.0,408.2,410.0,410.0,407.0,0.0,0.0
135,2019-01-02 11:30:00,27464.3,27469.05,27472.0,27464.3,485.55,470.0,485.55,470.0,408.2,410.0,410.0,407.0,0.0,0.0
136,2019-01-02 11:31:00,27469.05,27472.0,27477.5,27469.05,485.55,470.0,485.55,470.0,408.2,410.0,410.0,407.0,0.0,0.0
137,2019-01-02 11:32:00,27472.05,27485.0,27485.0,27469.05,485.55,470.0,485.55,470.0,410.0,403.0,410.0,403.0,0.0,0.0
138,2019-01-02 11:33:00,27485.0,27484.85,27486.0,27475.05,470.0,479.0,479.0,470.0,410.0,403.0,410.0,403.0,0.0,0.0
139,2019-01-02 11:34:00,27484.6,27478.95,27485.0,27478.3,470.0,479.0,479.0,470.0,410.0,403.0,410.0,403.0,0.0,0.0
140,2019-01-02 11:35:00,27479.95,27480.0,27481.05,27470.65,479.0,478.0,479.0,478.0,410.0,403.0,410.0,403.0,0.0,0.0
141,2019-01-02 11:36:00,27480.0,27483.0,27488.85,27479.55,478.0,480.0,480.0,478.0,403.0,401.7,403.0,401.7,0.0,0.0
142,2019-01-02 11:37:00,27483.0,27484.95,27485.0,27477.55,478.0,480.0,480.0,478.0,403.0,401.7,403.0,401.7,0.0,0.0
143,2019-01-02 11:38:00,27482.1,27484.45,27490.0,27482.0,478.0,480.0,480.0,478.0,401.7,400.6,401.7,400.6,0.0,0.0
144,2019-01-02 11:39:00,27484.45,27494.0,27494.0,27481.8,478.0,480.0,480.0,478.0,401.7,400.6,401.7,400.6,0.0,0.0
145,2019-01-02 11:40:00,27494.0,27499.0,27499.0,27486.0,478.0,480.0,480.0,478.0,401.7,400.6,401.7,400.6,0.0,0.0
146,2019-01-02 11:41:00,27499.0,27496.9,27499.9,27493.25,480.0,485.0,488.0,480.0,400.6,394.0,400.6,394.0,0.0,0.0
147,2019-01-02 11:42:00,27496.9,27490.0,27497.0,27488.1,485.0,484.95,485.0,484.95,400.6,394.0,400.6,394.0,0.0,0.0
148,2019-01-02 11:43:00,27490.0,27489.45,27490.9,27482.55,484.95,480.25,484.95,480.15,400.6,394.0,400.6,394.0,0.0,0.0
149,2019-01-02 11:44:00,27485.15,27485.0,27485.15,27482.0,480.25,480.1,480.25,480.1,400.6,394.0,400.6,394.0,0.0,0.0
150,2019-01-02 11:45:00,27485.0,27477.55,27485.0,27477.55,480.25,480.1,480.25,480.1,394.0,400.0,400.0,394.0,0.0,0.0
151,2019-01-02 11:46:00,27477.5,27474.8,27480.0,27466.8,480.1,480.0,480.1,480.0,394.0,400.0,400.0,394.0,0.0,0.0
152,2019-01-02 11:47:00,27475.25,27472.0,27478.75,27472.0,480.0,475.05,480.0,475.05,394.0,400.0,400.0,394.0,0.0,0.0
153,2019-01-02 11:48:00,27468.0,27470.85,27474.0,27468.0,480.0,475.05,480.0,475.05,394.0,400.0,400.0,394.0,0.0,0.0
154,2019-01-02 11:49:00,27470.05,27473.6,27473.95,27465.0,475.05,474.0,475.05,474.0,400.0,410.0,410.0,400.0,0.0,0.0
155,2019-01-02 11:50:00,27473.6,27470.4,27473.6,27461.15,475.05,474.0,475.05,474.0,410.0,410.0,414.5,410.0,0.0,0.0
156,2019-01-02 11:51:00,27470.4,27470.0,27471.9,27464.6,475.05,474.0,475.05,474.0,410.0,410.0,410.0,410.0,0.0,0.0
157,2019-01-02 11:52:00,27470.0,27462.35,27475.0,27462.35,475.05,474.0,475.05,474.0,410.0,404.35,410.0,404.35,0.0,0.0
158,2019-01-02 11:53:00,27465.3,27472.2,27475.0,27465.3,475.05,474.0,475.05,474.0,410.0,404.35,410.0,404.35,0.0,0.0
159,2019-01-02 11:54:00,27473.15,27475.05,27475.05,27467.1,475.05,474.0,475.05,474.0,410.0,404.35,410.0,404.35,0.0,0.0
160,2019-01-02 11:55:00,27475.05,27476.0,27476.0,27469.95,475.05,474.0,475.05,474.0,404.35,411.95,411.95,404.35,0.0,0.0
161,2019-01-02 11:56:00,27476.0,27475.1,27479.95,27472.55,475.05,474.0,475.05,474.0,404.35,411.95,411.95,404.35,0.0,0.0
162,2019-01-02 11:57:00,27475.1,27480.0,27480.0,27473.95,474.0,473.75,474.0,473.75,411.95,404.35,411.95,404.35,0.0,0.0
163,2019-01-02 11:58:00,27480.0,27488.0,27489.0,27480.0,473.75,480.0,480.0,473.75,411.95,404.35,411.95,404.35,0.0,0.0
164,2019-01-02 11:59:00,27488.0,27480.1,27490.0,27480.0,480.0,474.85,485.05,474.85,411.95,404.35,411.95,404.35,0.0,0.0
165,2019-01-02 12:00:00,27480.1,27485.1,27490.0,27480.1,480.0,474.85,485.05,474.85,404.35,395.0,404.35,395.0,0.0,0.0
166,2019-01-02 12:01:00,27485.1,27488.0,27493.95,27485.1,480.0,474.85,485.05,474.85,395.0,395.0,395.0,395.0,0.0,0.0
167,2019-01-02 12:02:00,27488.0,27487.05,27488.05,27480.15,480.0,474.85,485.05,474.85,395.0,395.0,395.0,395.0,0.0,0.0
168,2019-01-02 12:03:00,27487.05,27485.8,27487.05,27481.25,480.0,474.85,485.05,474.85,395.0,395.15,395.15,395.0,0.0,0.0
169,2019-01-02 12:04:00,27485.8,27470.0,27485.95,27470.0,480.0,474.85,485.05,474.85,395.1,395.1,395.1,395.1,0.0,0.0
170,2019-01-02 12:05:00,27470.95,27465.5,27471.95,27463.65,474.85,470.0,474.85,468.05,395.1,400.0,400.0,395.1,0.0,0.0
171,2019-01-02 12:06:00,27465.5,27470.0,27477.65,27465.5,474.85,470.0,474.85,468.05,395.1,400.0,400.0,395.1,0.0,0.0
172,2019-01-02 12:07:00,27466.1,27478.0,27478.65,27466.0,474.85,470.0,474.85,468.05,395.1,400.0,400.0,395.1,0.0,0.0
173,2019-01-02 12:08:00,27478.0,27484.0,27485.9,27475.0,474.85,470.0,474.85,468.05,395.1,400.0,400.0,395.1,0.0,0.0
174,2019-01-02 12:09:00,27483.95,27482.0,27484.65,27475.45,474.85,470.0,474.85,468.05,395.1,400.0,400.0,395.1,0.0,0.0
175,2019-01-02 12:10:00,27482.0,27475.25,27484.5,27474.95,474.85,470.0,474.85,468.05,400.0,401.25,401.25,400.0,0.0,0.0
176,2019-01-02 12:11:00,27474.05,27477.95,27482.65,27474.05,470.0,470.95,470.95,470.0,400.0,401.25,401.25,400.0,0.0,0.0
177,2019-01-02 12:12:00,27477.95,27471.0,27477.95,27471.0,470.0,470.95,470.95,470.0,400.0,401.25,401.25,400.0,0.0,0.0
178,2019-01-02 12:13:00,27473.95,27478.35,27479.95,27473.95,470.0,470.95,470.95,470.0,401.25,402.6,402.6,401.25,0.0,0.0
179,2019-01-02 12:14:00,27480.0,27487.15,27489.0,27480.0,470.95,485.7,485.7,470.95,401.25,402.6,402.6,401.25,0.0,0.0
180,2019-01-02 12:15:00,27487.1,27479.95,27487.1,27478.05,470.95,485.7,485.7,470.95,401.25,402.6,402.6,401.25,0.0,0.0
181,2019-01-02 12:16:00,27479.95,27478.0,27482.25,27478.0,470.95,485.7,485.7,470.95,401.25,402.6,402.6,401.25,0.0,0.0
182,2019-01-02 12:17:00,27481.2,27482.0,27482.0,27478.3,470.95,485.7,485.7,470.95,402.6,401.15,402.6,401.15,0.0,0.0
183,2019-01-02 12:18:00,27483.45,27481.1,27484.75,27479.0,470.95,485.7,485.7,470.95,402.6,401.15,402.6,401.15,0.0,0.0
