Ticker,Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ,OpenInterest
BANKNIFTY-II.NFO,07/01/2020,09:15:02,31740.3,31750.4,300,31795.6,120,80,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:02,31757,31750.4,300,31795.6,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:02,31757,31750.4,300,31795.6,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:02,31740.3,31750.4,300,31795.6,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:03,31758.35,31768,20,31784.05,160,60,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:03,31784.55,31768,20,31784.05,160,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:04,31758.35,31768.05,40,31796.1,40,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:05,31785.65,31785.65,20,31796.55,40,40,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:05,31785.65,31785.65,20,31796.55,40,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:06,31786.1,31761.05,120,31797,20,300,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:06,31786.1,31761.05,120,31797,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:07,31786.1,31795.7,20,31797,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:08,31804.95,31802.1,120,31821,120,160,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:08,31804.95,31802.1,120,31821,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:09,31804.95,31805,120,31812.65,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:10,31806.45,31800.4,20,31810,20,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:10,31806.45,31800.4,20,31810,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:11,31810,31808.75,120,31840.5,20,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:11,31810,31808.75,120,31840.5,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:12,31800.6,31801.3,20,31824.4,40,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:13,31814.15,31815.1,20,31821.95,120,80,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:13,31814.15,31815.1,20,31821.95,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:14,31814.15,31815.25,140,31839.55,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:15,31819.75,31812.45,120,31837.4,40,40,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:15,31819.75,31812.45,120,31837.4,40,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:16,31820.75,31821.05,120,31832.75,140,60,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:16,31820.75,31821.05,120,31832.75,140,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:17,31821.45,31825.75,120,31841,120,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:17,31821.45,31825.75,120,31841,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:18,31832.75,31833.2,40,31842.95,40,60,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:18,31832.75,31833.2,40,31842.95,40,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:19,31832.75,31834.7,120,31845,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:21,31849.3,31843,40,31852.45,40,120,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:21,31849.3,31843,40,31852.45,40,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:22,31853.75,31841.85,120,31858.95,120,40,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:22,31853.75,31841.85,120,31858.95,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:23,31858.95,31848.05,120,31863.85,120,40,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:23,31858.95,31848.05,120,31863.85,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:24,31849.45,31849.15,120,31864.55,120,80,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:24,31863.35,31849.15,120,31864.55,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:25,31849.45,31855.65,20,31864.45,40,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:26,31865,31859.55,40,31882.85,20,40,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:26,31865,31859.55,40,31882.85,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:27,31865,31852.25,120,31877.45,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:28,31877.45,31850.15,160,31859,120,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:28,31877.45,31850.15,160,31859,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:29,31860,31837.6,160,31853.8,40,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:30,31853.75,31845.55,120,31854.95,20,60,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:31,31853.35,31846.35,20,31852.25,20,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:32,31846.75,31844.85,120,31852.2,40,40,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:33,31852.25,31854.05,120,31865.65,20,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:34,31870.05,31853.75,140,31871.9,20,80,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:35,31854.15,31854.6,40,31866.3,40,80,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:36,31854.15,31854.55,40,31866,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:37,31854.15,31859.1,20,31873.1,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:38,31854.15,31863.35,40,31880.85,120,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:39,31872.3,31865.05,140,31887.05,20,580,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:39,31903.55,31865.05,140,31887.05,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:40,31872.3,31875.55,120,31887.3,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:41,31872.3,31882.6,20,31890.35,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:42,31872.3,31884.7,40,31895.7,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:43,31872.3,31886.1,40,31901.75,140,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:44,31872.3,31885,40,31895.25,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:45,31877.6,31872.75,40,31886.1,20,80,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:46,31877.6,31881.6,40,31895.7,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:47,31877.6,31883.95,40,31902.05,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:48,31890,31884.6,40,31897.9,20,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:49,31884.6,31887.65,40,31898.05,40,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:50,31889.15,31888.85,40,31900.55,40,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:51,31891.45,31889.25,40,31902.45,40,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:52,31891.45,31890.1,40,31902.85,20,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:53,31891.45,31890.1,40,31903.95,40,0,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:54,31892.8,31893.05,80,31911.85,20,20,38840
BANKNIFTY-II.NFO,07/01/2020,09:15:55,31892.8,31894.75,20,31909.45,20,0,38840
