Ticker,Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ,OpenInterest
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:31,138.3,133.45,1200,152.55,200,200,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:31,138.3,133.45,1200,152.55,200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:31,138.3,133.45,1200,152.55,200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:31,138.3,133.45,1200,152.55,200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:32,138.3,129.95,2200,152.55,2600,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:34,138.3,130,600,152.55,3400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:36,138.3,130,200,152.55,3400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:39,130,125.95,1200,152.55,3400,200,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:39,130,125.95,1200,152.55,3400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:40,130,125.95,1200,152.55,3000,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:41,130,125.95,2400,152.55,3000,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:42,130,125.95,800,152.55,3000,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:43,130,125.95,2000,152.55,3000,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:44,130,125.95,2400,151.95,1400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:45,130,126,2200,151.8,1400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:46,130,126,1200,151.8,3000,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:47,130,126.05,1800,151.8,3400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:48,130,126.85,1000,151.55,600,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:49,130,126.85,2800,151.25,200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:50,130,126.85,3200,150.9,200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:51,130,126.85,3200,150.9,3200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:52,130,126.85,3200,150.85,1200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:53,130,126.9,1200,150.8,1600,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:54,130,126.95,3400,150.6,1000,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:55,130,126.95,3800,150.6,1000,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:56,130,127.45,200,150.55,1000,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:57,130,128.35,600,150.5,1000,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:58,130,128.95,1000,150.5,2600,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:16:59,130,129.45,600,150.4,1000,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:00,130,130.05,600,150.4,1800,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:01,130,130.1,2000,150.4,400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:02,130,130.1,3600,150.4,400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:03,130,130.1,3600,154.35,2000,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:04,130,130.1,3200,154.3,1800,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:05,130,130.1,3200,154.3,3400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:06,130,130.1,3200,154.3,3800,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:08,130,130.1,2400,154.3,3800,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:09,130,130.1,2000,154.3,3800,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:10,130,130.1,2400,154.3,3800,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:11,130,130.1,2800,153.65,2000,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:19,130,125.85,3200,150.2,600,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:29,130,126.7,600,147.9,400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:39,130,127.2,3200,147.15,600,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:17:50,130,128.75,2600,147.1,400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:18:00,130,129.1,3200,147,400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:18:10,130,129.1,800,145.85,400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:18:19,130,126.6,3000,145.85,800,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:18:27,130,126.65,800,142.65,400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:18:36,130,128.65,1200,147.65,600,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:18:45,130,128.75,1200,146.2,400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:18:55,130,128.1,600,145.65,400,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:19:03,130,129.65,3400,149.45,1800,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:19:12,130,130.05,3000,147.95,200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:19:20,130,130.85,600,146.45,600,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:19:29,130,129.35,3400,148,600,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:19:38,130,130.05,2000,149.6,1800,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:19:46,130,130.15,2800,146.7,600,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:19:54,130,126.05,3200,143.2,200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:20:01,130,127.55,3400,148,600,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:20:09,130,128.65,3200,145.8,200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:20:17,130,128.7,3200,143.75,200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:20:25,130,128.7,2400,141,200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:20:32,130,128.7,2400,142.9,200,0,3600
ULTRACEMCO30Jan204300PE.NFO,07/01/2020,09:20:40,130,128.7,2800,145.35,1200,0,3600
